CustomerID,PurchaseDate,AmountSpent
67,2020-08-15 14:53:51.444612,41.35
930,2020-08-15 15:51:27.430922,232.14
2206,2020-08-15 16:27:10.737822,47.63
487,2020-08-15 16:51:37.829583,126.97
1173,2020-08-15 16:57:27.135914,41.8
1624,2020-08-15 18:42:05.365093,126.13
710,2020-08-15 19:13:06.303112,40.16
2867,2020-08-15 19:37:08.174740,76.1
702,2020-08-15 19:40:57.440966,83.96
1320,2020-08-15 19:45:08.984847,35.51
613,2020-08-15 20:10:49.020175,43.51
1884,2020-08-15 20:36:06.134682,324.2
2679,2020-08-15 21:32:54.764968,3.96
1193,2020-08-15 22:01:56.922746,26.88
1602,2020-08-15 22:39:53.569292,46.71
2334,2020-08-15 22:48:18.234585,75.51
403,2020-08-15 23:18:01.018740,19.08
1756,2020-08-15 23:54:05.733285,290.94
258,2020-08-16 00:08:57.099951,69.19
2352,2020-08-16 00:23:00.549636,51.64
557,2020-08-16 00:56:00.097846,61.21
1820,2020-08-16 01:17:24.445169,3.84
1122,2020-08-16 02:21:00.791985,63.44
236,2020-08-16 02:47:45.546480,128.07
444,2020-08-16 03:03:30.977301,59.05
1772,2020-08-16 04:15:14.742876,36.46
481,2020-08-16 05:01:02.168619,117.24
1539,2020-08-16 05:45:04.066582,278.22
2326,2020-08-16 07:59:34.840134,150.58
439,2020-08-16 08:00:28.448012,35.22
2805,2020-08-16 08:16:21.518348,86.78
2995,2020-08-16 08:45:30.102269,78.52
2892,2020-08-16 09:10:15.995313,81.46
2710,2020-08-16 09:29:33.732581,37.43
2898,2020-08-16 10:53:30.856766,45.78
2190,2020-08-16 11:01:15.827442,47.31
2690,2020-08-16 11:02:07.926189,47.07
315,2020-08-16 12:13:02.996483,36.32
2573,2020-08-16 12:29:20.149106,230.25
1501,2020-08-16 12:32:59.176914,46.58
2588,2020-08-16 15:01:38.136369,65.54
637,2020-08-16 15:24:59.867666,77.25
5,2020-08-16 15:49:22.408745,97.57
611,2020-08-16 16:58:12.437445,64.06
2340,2020-08-16 17:08:00.917173,127.86
57,2020-08-16 18:42:09.739267,51.35
2815,2020-08-16 18:57:35.102489,137.18
2437,2020-08-16 19:01:12.063872,154.77
758,2020-08-16 21:37:10.320586,56.84
1476,2020-08-16 21:43:54.799565,37.7
185,2020-08-16 21:45:58.826878,99.52
776,2020-08-16 23:34:05.164755,14.26
776,2020-08-17 00:19:03.947240,5.51
1782,2020-08-17 00:33:54.529495,15.89
227,2020-08-17 01:49:09.045214,30.53
1115,2020-08-17 01:52:27.271058,31.89
462,2020-08-17 02:53:42.461560,224.89
1314,2020-08-17 02:59:44.846557,49.21
2225,2020-08-17 04:06:11.003393,57.16
260,2020-08-17 05:05:28.236796,41.37
290,2020-08-17 05:48:27.491989,71.73
2130,2020-08-17 06:12:14.300213,214.21
1125,2020-08-17 07:07:34.916547,97.27
891,2020-08-17 07:09:36.431670,13.97
1142,2020-08-17 07:43:32.181413,114.87
175,2020-08-17 08:05:10.095022,74.69
1871,2020-08-17 08:25:23.691675,64.59
2530,2020-08-17 08:45:05.621191,25.14
2336,2020-08-17 09:31:40.180361,71.68
152,2020-08-17 09:58:22.781206,48.57
2257,2020-08-17 10:00:39.581701,37.29
1712,2020-08-17 12:03:48.564942,57.16
1059,2020-08-17 12:48:46.815896,107.77
2487,2020-08-17 13:02:44.105472,42.78
2972,2020-08-17 13:09:02.958464,33.64
331,2020-08-17 13:11:34.570063,47.37
807,2020-08-17 14:02:18.921129,237.45
2805,2020-08-17 15:31:36.072056,99.49
2401,2020-08-17 17:59:10.818184,50.83
647,2020-08-17 18:19:43.171667,257.58
218,2020-08-17 19:36:16.616761,116.75
1701,2020-08-17 21:22:44.323029,167.1
1814,2020-08-17 21:23:42.735432,62.98
154,2020-08-17 21:37:34.922444,206.88
1858,2020-08-17 22:03:47.323382,115.58
829,2020-08-17 22:53:35.211800,42.69
1185,2020-08-17 23:00:52.528709,16.86
1436,2020-08-17 23:04:37.178120,21.74
576,2020-08-17 23:22:28.593971,112.61
2953,2020-08-17 23:31:33.393445,52.31
160,2020-08-17 23:45:55.473892,151.88
131,2020-08-17 23:50:51.728412,67.45
1437,2020-08-18 00:15:02.128454,57.14
1714,2020-08-18 00:17:53.430497,73.73
2636,2020-08-18 01:44:33.700324,49.74
874,2020-08-18 02:21:05.145540,105.31
1805,2020-08-18 02:31:13.818169,71.34
1719,2020-08-18 02:51:06.015418,109.66
826,2020-08-18 03:16:58.110362,50.94
973,2020-08-18 04:28:41.644179,34.1
1259,2020-08-18 04:34:25.028504,91.23
117,2020-08-18 04:39:42.342402,30.21
1793,2020-08-18 05:22:45.537231,119.78
701,2020-08-18 05:36:03.801287,39.09
2930,2020-08-18 05:41:22.567445,56.78
715,2020-08-18 05:43:00.618574,22.45
537,2020-08-18 06:07:46.717866,106.68
2232,2020-08-18 08:32:57.076769,24.24
2496,2020-08-18 09:58:58.102835,109.05
2281,2020-08-18 10:37:44.563138,162.11
2890,2020-08-18 10:50:58.639768,205.04
244,2020-08-18 12:07:10.005827,22.34
237,2020-08-18 12:19:45.986561,55.93
1167,2020-08-18 12:37:56.390944,107.4
2185,2020-08-18 12:43:38.754764,39.02
2607,2020-08-18 13:37:33.760264,73.14
1761,2020-08-18 13:49:14.608747,64.12
1155,2020-08-18 16:58:10.799409,191.0
2147,2020-08-18 17:33:21.434898,65.26
1090,2020-08-18 18:09:51.773135,47.58
1880,2020-08-18 18:13:30.600259,61.46
2165,2020-08-18 19:25:31.646264,85.54
1136,2020-08-18 22:12:19.519401,53.0
1404,2020-08-18 22:38:56.633753,57.88
536,2020-08-19 01:08:04.464120,19.72
2960,2020-08-19 01:11:05.636132,25.69
27,2020-08-19 03:02:05.930885,39.69
959,2020-08-19 03:30:01.421812,41.6
241,2020-08-19 03:50:37.982786,249.57
998,2020-08-19 04:18:30.882799,35.69
1452,2020-08-19 05:50:37.596971,94.79
2562,2020-08-19 07:01:53.675551,83.77
1143,2020-08-19 07:27:48.066927,67.44
2107,2020-08-19 07:29:10.245627,116.6
1871,2020-08-19 07:34:52.442610,51.49
679,2020-08-19 07:51:18.389092,87.3
2586,2020-08-19 07:56:56.680391,82.7
417,2020-08-19 09:02:11.787679,51.68
1561,2020-08-19 09:11:05.297798,126.92
2918,2020-08-19 09:16:57.264604,125.65
2138,2020-08-19 09:19:20.677045,16.5
2998,2020-08-19 09:31:22.751773,219.99
1674,2020-08-19 09:37:35.925441,73.2
2535,2020-08-19 10:10:26.239224,64.37
1557,2020-08-19 10:38:56.523010,19.8
212,2020-08-19 12:54:30.990536,44.16
2340,2020-08-19 14:23:16.595829,134.73
2949,2020-08-19 14:34:36.310574,78.85
1423,2020-08-19 14:40:05.352029,40.14
497,2020-08-19 15:23:32.773998,27.9
1700,2020-08-19 15:34:08.053737,76.87
796,2020-08-19 15:48:47.700853,27.4
871,2020-08-19 17:12:40.271396,44.07
2462,2020-08-19 17:21:24.198736,25.24
658,2020-08-19 17:51:31.969752,247.65
143,2020-08-19 18:05:25.711632,77.09
741,2020-08-19 18:49:09.046924,28.86
933,2020-08-19 19:45:30.500783,40.8
1169,2020-08-19 20:08:07.821578,89.96
608,2020-08-19 21:34:27.860398,38.84
977,2020-08-19 23:17:10.156716,23.46
564,2020-08-20 00:32:41.782963,38.64
720,2020-08-20 00:47:10.267335,44.19
780,2020-08-20 02:00:09.390326,10.68
2212,2020-08-20 02:42:42.197227,33.53
917,2020-08-20 03:25:13.143408,60.38
1037,2020-08-20 04:00:36.797103,48.95
1082,2020-08-20 04:45:24.734357,255.72
2625,2020-08-20 05:06:35.851074,27.95
2085,2020-08-20 06:17:39.969702,108.12
2359,2020-08-20 07:52:33.556310,219.98
318,2020-08-20 08:34:46.323557,30.91
714,2020-08-20 09:23:22.979079,43.4
755,2020-08-20 10:30:08.616801,44.89
551,2020-08-20 10:42:58.284743,52.43
979,2020-08-20 11:33:37.322748,34.53
1982,2020-08-20 11:46:13.562573,37.94
279,2020-08-20 12:03:08.686784,46.71
2073,2020-08-20 12:09:49.802091,37.02
1010,2020-08-20 12:13:31.061653,43.74
1402,2020-08-20 12:24:26.714190,42.22
700,2020-08-20 12:32:32.175286,44.92
309,2020-08-20 13:05:03.429043,84.48
2450,2020-08-20 13:58:30.573292,42.45
413,2020-08-20 14:25:19.446331,216.63
2790,2020-08-20 14:34:16.356547,16.51
1686,2020-08-20 15:10:59.808254,34.14
2533,2020-08-20 15:42:40.989629,58.09
968,2020-08-20 16:28:01.249964,265.47
2079,2020-08-20 17:02:27.855587,91.11
2914,2020-08-20 17:36:16.852333,35.91
39,2020-08-20 18:03:46.912660,54.35
743,2020-08-20 18:11:00.287637,216.56
747,2020-08-20 19:37:14.508236,46.98
1159,2020-08-20 19:43:49.521389,42.25
16,2020-08-20 20:06:30.020702,16.1
2805,2020-08-20 20:31:41.496714,75.2
2076,2020-08-20 20:33:35.929617,43.87
828,2020-08-20 20:36:11.054047,35.25
425,2020-08-20 20:39:57.665879,39.98
688,2020-08-20 20:46:11.697423,62.85
1338,2020-08-20 21:19:18.433827,44.07
1261,2020-08-20 21:45:07.394275,52.19
2585,2020-08-20 22:41:27.991519,61.41
1377,2020-08-20 23:36:05.321425,36.61
671,2020-08-21 00:42:10.889459,80.91
108,2020-08-21 01:00:54.331246,81.57
994,2020-08-21 01:13:06.109918,33.06
1436,2020-08-21 02:17:57.727070,26.67
2292,2020-08-21 03:29:55.245355,96.33
817,2020-08-21 04:42:07.147113,72.96
550,2020-08-21 04:49:44.049603,46.37
1204,2020-08-21 04:53:42.837705,120.64
1230,2020-08-21 04:58:43.469605,77.13
2046,2020-08-21 05:06:11.009268,62.68
747,2020-08-21 06:30:42.929579,43.21
896,2020-08-21 08:07:15.217104,40.74
2435,2020-08-21 08:09:13.096634,66.57
2519,2020-08-21 08:11:26.547363,33.27
2723,2020-08-21 09:24:32.444641,65.26
1827,2020-08-21 09:25:55.755163,53.2
783,2020-08-21 10:32:01.431697,7.29
2023,2020-08-21 10:58:43.499398,74.21
2737,2020-08-21 11:08:05.103922,177.61
324,2020-08-21 11:08:53.313485,28.53
2137,2020-08-21 11:19:31.181291,16.06
1774,2020-08-21 11:22:12.841045,34.02
153,2020-08-21 11:31:21.085224,122.24
1220,2020-08-21 13:10:43.925139,48.92
1988,2020-08-21 13:19:00.928807,160.68
1789,2020-08-21 13:41:01.829196,67.22
2800,2020-08-21 13:51:06.845246,96.37
1710,2020-08-21 14:19:15.576846,11.85
1339,2020-08-21 14:46:02.442169,55.43
1582,2020-08-21 14:51:26.239653,50.99
2481,2020-08-21 15:07:33.319586,44.49
2312,2020-08-21 15:28:15.074632,34.29
756,2020-08-21 15:44:18.542958,120.92
185,2020-08-21 17:08:29.909700,161.2
2986,2020-08-21 17:49:05.732393,65.46
2074,2020-08-21 18:01:30.163199,117.48
2250,2020-08-21 18:07:48.427765,31.26
764,2020-08-21 18:18:57.263639,34.22
368,2020-08-21 18:38:05.197983,37.49
2338,2020-08-21 19:29:33.036240,29.69
625,2020-08-21 19:33:04.520438,57.31
9,2020-08-21 20:01:36.030093,19.25
965,2020-08-21 21:19:04.516653,80.13
1503,2020-08-21 21:26:43.255956,19.88
154,2020-08-21 22:21:58.458383,288.22
436,2020-08-21 22:47:03.891092,106.45
2784,2020-08-21 23:07:02.668678,51.41
1372,2020-08-22 01:43:11.574910,71.37
365,2020-08-22 02:37:29.115854,51.27
576,2020-08-22 03:42:06.130583,151.72
508,2020-08-22 03:58:10.821288,75.24
1578,2020-08-22 04:20:25.692297,16.99
1945,2020-08-22 04:50:12.139847,112.24
1263,2020-08-22 06:57:08.555763,319.37
2430,2020-08-22 07:16:40.323549,88.21
696,2020-08-22 07:51:02.843996,31.3
2553,2020-08-22 08:00:42.004492,90.49
2594,2020-08-22 08:34:23.407716,72.85
226,2020-08-22 09:23:52.331467,68.78
2747,2020-08-22 09:24:58.543375,42.41
1401,2020-08-22 09:28:24.760729,274.71
2773,2020-08-22 10:05:15.658247,83.17
860,2020-08-22 10:14:08.057875,58.88
1217,2020-08-22 10:33:36.457000,37.98
1889,2020-08-22 11:18:33.097602,67.83
1142,2020-08-22 11:25:02.276908,130.31
2895,2020-08-22 11:42:12.469833,53.75
2996,2020-08-22 11:47:33.267596,91.54
451,2020-08-22 12:43:58.768238,116.01
83,2020-08-22 12:48:19.396173,34.84
964,2020-08-22 13:30:18.410482,129.55
363,2020-08-22 15:32:56.263492,40.81
1796,2020-08-22 15:33:32.002143,162.23
1776,2020-08-22 15:35:46.447217,68.45
1649,2020-08-22 15:44:53.688426,47.85
880,2020-08-22 16:28:37.288353,72.0
2335,2020-08-22 17:27:21.378622,51.74
1637,2020-08-22 19:02:18.971638,272.9
1339,2020-08-22 19:55:19.683675,19.99
1987,2020-08-22 19:59:28.755937,77.81
2051,2020-08-22 20:06:12.000932,53.13
2885,2020-08-22 20:17:20.073830,59.31
945,2020-08-22 20:24:44.775900,68.72
882,2020-08-22 20:56:48.797065,62.5
1124,2020-08-22 21:10:34.524917,45.12
2730,2020-08-22 23:02:24.095238,123.88
737,2020-08-22 23:18:50.329800,62.01
2750,2020-08-22 23:37:37.831533,39.04
269,2020-08-22 23:39:55.956442,76.94
410,2020-08-23 00:04:08.039149,51.59
280,2020-08-23 01:13:40.196200,134.71
2712,2020-08-23 01:15:15.304262,55.15
1929,2020-08-23 01:42:08.589923,37.73
757,2020-08-23 03:10:39.580280,45.87
1178,2020-08-23 03:24:37.594257,44.19
482,2020-08-23 03:45:14.970977,59.96
901,2020-08-23 05:59:24.012376,34.62
795,2020-08-23 07:27:36.963285,32.78
2342,2020-08-23 07:29:05.781673,104.2
1339,2020-08-23 08:09:01.249140,25.76
867,2020-08-23 08:15:45.526422,87.02
2864,2020-08-23 08:29:26.593013,56.19
2563,2020-08-23 08:53:20.049146,131.33
119,2020-08-23 09:07:54.487250,76.6
906,2020-08-23 09:28:30.069222,37.95
2700,2020-08-23 10:12:43.597482,81.51
2429,2020-08-23 10:28:07.629061,62.52
812,2020-08-23 11:08:07.512325,27.28
797,2020-08-23 11:26:27.980544,51.35
2358,2020-08-23 12:20:04.700467,48.43
639,2020-08-23 13:19:35.445747,116.63
2424,2020-08-23 15:26:29.773324,24.9
1755,2020-08-23 15:59:21.978262,20.53
2210,2020-08-23 17:17:09.680874,71.44
917,2020-08-23 18:31:03.920421,61.07
1902,2020-08-23 18:40:58.908809,42.47
2137,2020-08-23 20:03:28.346788,61.44
1871,2020-08-23 20:54:44.701833,89.12
2851,2020-08-23 21:28:10.346933,289.62
2744,2020-08-23 22:06:41.511306,71.24
557,2020-08-23 23:49:12.485192,45.19
228,2020-08-24 00:47:18.119989,51.1
355,2020-08-24 01:42:43.860875,41.99
666,2020-08-24 03:43:02.793179,13.02
2621,2020-08-24 04:39:43.567326,59.78
789,2020-08-24 04:50:11.005075,48.75
2206,2020-08-24 04:50:43.536606,36.18
1002,2020-08-24 05:19:06.422762,24.01
1853,2020-08-24 05:40:58.248667,85.55
1145,2020-08-24 06:34:25.063951,38.78
2348,2020-08-24 07:03:58.437960,109.39
754,2020-08-24 07:40:33.978128,79.78
2190,2020-08-24 07:45:32.292638,48.29
2264,2020-08-24 07:56:19.301600,233.79
2110,2020-08-24 08:02:34.491689,61.88
1752,2020-08-24 08:18:50.800175,108.69
2732,2020-08-24 08:54:56.079151,69.3
2803,2020-08-24 09:44:37.348006,69.56
2987,2020-08-24 10:00:18.689361,57.22
754,2020-08-24 10:06:42.883555,111.1
782,2020-08-24 10:08:30.810353,27.99
799,2020-08-24 10:27:33.538306,21.95
1832,2020-08-24 11:52:01.537063,159.19
2446,2020-08-24 12:38:18.251039,48.79
1866,2020-08-24 12:55:22.039461,54.16
220,2020-08-24 13:15:17.929452,45.07
678,2020-08-24 13:18:44.767414,228.56
168,2020-08-24 14:09:04.552206,39.59
514,2020-08-24 14:56:37.254284,47.56
1482,2020-08-24 16:46:01.116144,214.7
2079,2020-08-24 17:00:04.752396,50.38
768,2020-08-24 18:21:34.137669,131.28
1489,2020-08-24 18:38:14.529042,72.04
297,2020-08-24 19:07:16.606224,44.65
1314,2020-08-24 20:08:06.765012,44.9
1208,2020-08-24 20:26:08.912988,111.58
729,2020-08-24 20:54:32.284555,62.23
259,2020-08-24 21:10:04.989727,68.08
957,2020-08-24 21:11:15.108590,75.26
73,2020-08-24 21:26:03.129747,34.77
1708,2020-08-24 21:28:30.739841,110.94
2566,2020-08-24 22:08:21.140162,88.41
1281,2020-08-24 22:18:43.995574,230.57
139,2020-08-24 22:27:09.250720,41.69
473,2020-08-24 23:07:28.857954,216.83
1244,2020-08-25 00:27:26.589606,53.45
268,2020-08-25 00:35:46.625946,36.09
1451,2020-08-25 00:36:41.597191,40.77
2240,2020-08-25 00:47:25.671113,167.66
2804,2020-08-25 01:09:07.530510,40.05
2265,2020-08-25 01:10:16.977697,27.37
2097,2020-08-25 01:15:18.258466,88.25
401,2020-08-25 01:20:36.557037,25.51
323,2020-08-25 02:29:59.638731,49.09
1383,2020-08-25 03:07:29.201981,51.32
656,2020-08-25 03:13:10.395767,104.79
2695,2020-08-25 03:25:00.565744,73.0
195,2020-08-25 04:07:37.677439,55.68
1527,2020-08-25 04:12:34.584935,41.46
679,2020-08-25 04:34:17.171620,68.19
796,2020-08-25 05:28:21.719627,49.79
1320,2020-08-25 05:43:11.174966,27.98
2531,2020-08-25 06:10:29.090430,29.28
2477,2020-08-25 07:42:47.739220,50.88
1996,2020-08-25 08:52:28.729554,54.17
2976,2020-08-25 09:20:56.347400,46.06
1330,2020-08-25 09:37:59.533495,55.62
1713,2020-08-25 10:22:21.850228,26.49
2448,2020-08-25 10:31:21.778177,66.27
2520,2020-08-25 11:19:34.855848,25.36
233,2020-08-25 12:45:08.774008,53.77
2575,2020-08-25 12:56:19.956958,46.93
1885,2020-08-25 15:19:00.445231,148.84
2309,2020-08-25 16:00:49.001478,122.72
246,2020-08-25 16:30:32.771356,39.4
2915,2020-08-25 17:06:40.210529,71.88
1310,2020-08-25 17:11:15.209483,90.8
889,2020-08-25 17:55:08.520880,30.17
1092,2020-08-25 18:06:52.857552,33.51
1164,2020-08-25 18:09:24.014097,137.86
2829,2020-08-25 18:11:58.434923,190.22
2830,2020-08-25 22:19:11.506493,39.07
2610,2020-08-25 22:53:55.128674,91.47
1066,2020-08-26 02:25:48.789535,109.33
2906,2020-08-26 04:24:28.447232,35.03
1475,2020-08-26 04:33:08.712326,45.73
657,2020-08-26 04:33:19.480092,63.18
1597,2020-08-26 04:38:39.959003,0.84
845,2020-08-26 05:25:03.138930,266.32
295,2020-08-26 05:34:05.324356,96.88
176,2020-08-26 07:41:49.510800,87.61
2812,2020-08-26 11:10:44.505385,282.35
7,2020-08-26 12:28:15.035781,38.55
912,2020-08-26 12:28:56.047662,54.88
2845,2020-08-26 12:30:00.044587,38.49
459,2020-08-26 13:45:34.505600,78.27
735,2020-08-26 14:46:41.573278,39.42
1816,2020-08-26 15:37:01.141752,75.05
271,2020-08-26 16:20:24.074813,302.28
1779,2020-08-26 16:29:41.991101,132.51
593,2020-08-26 16:30:10.327939,35.72
1271,2020-08-26 17:03:26.483716,24.58
364,2020-08-26 17:25:25.582813,45.52
1172,2020-08-26 18:42:31.451931,221.17
2603,2020-08-26 19:12:24.921397,46.85
615,2020-08-26 19:34:48.534993,77.38
506,2020-08-26 19:39:59.680148,40.67
2958,2020-08-26 21:33:04.145254,30.92
451,2020-08-26 22:58:32.947943,127.24
339,2020-08-26 23:28:44.979075,69.48
584,2020-08-26 23:29:04.171473,163.27
1146,2020-08-26 23:39:21.298039,90.1
844,2020-08-27 00:19:15.405139,270.28
678,2020-08-27 01:27:39.917783,217.33
1475,2020-08-27 03:58:07.924015,31.26
1477,2020-08-27 05:19:22.303198,49.62
346,2020-08-27 05:41:19.633926,46.12
1603,2020-08-27 05:45:23.774525,127.67
859,2020-08-27 05:52:03.321777,149.87
1976,2020-08-27 06:21:12.015433,108.8
1200,2020-08-27 06:46:33.040617,127.67
2447,2020-08-27 06:46:56.521627,182.08
1192,2020-08-27 07:39:52.871834,37.54
846,2020-08-27 09:24:28.445083,36.19
604,2020-08-27 09:50:38.326115,22.28
2868,2020-08-27 09:54:57.727748,201.58
883,2020-08-27 11:09:29.677107,113.09
2790,2020-08-27 11:21:26.589762,36.66
1507,2020-08-27 12:08:06.033957,28.78
1480,2020-08-27 12:35:15.988711,36.92
1183,2020-08-27 15:09:33.072789,103.13
1104,2020-08-27 16:01:40.148683,108.22
206,2020-08-27 16:29:29.593080,179.02
1138,2020-08-27 16:34:53.086366,63.14
1834,2020-08-27 17:01:42.992808,120.19
1310,2020-08-27 17:41:43.521050,49.03
1094,2020-08-27 17:41:43.599543,248.79
2230,2020-08-27 17:47:11.608317,102.28
2670,2020-08-27 17:59:51.390568,65.32
2374,2020-08-27 18:53:09.429566,102.09
81,2020-08-27 19:53:39.365266,64.54
2212,2020-08-27 20:33:41.109837,30.61
2084,2020-08-27 21:03:11.623486,45.14
2683,2020-08-27 21:49:15.952471,50.79
809,2020-08-27 22:24:02.762587,59.16
447,2020-08-27 22:26:57.284871,34.87
966,2020-08-27 22:46:35.814040,73.24
2429,2020-08-27 23:38:33.190986,46.69
2154,2020-08-28 00:18:06.724769,72.52
558,2020-08-28 00:27:06.096439,81.44
2605,2020-08-28 00:48:24.139989,46.08
1300,2020-08-28 02:10:14.812825,77.9
133,2020-08-28 02:34:31.466320,113.61
2713,2020-08-28 02:36:38.586117,37.33
2629,2020-08-28 03:22:55.126284,51.72
1982,2020-08-28 03:50:11.409583,28.48
911,2020-08-28 03:59:46.074335,56.17
1390,2020-08-28 04:34:11.004486,22.61
2028,2020-08-28 05:38:26.992677,231.92
968,2020-08-28 05:40:09.065077,189.36
326,2020-08-28 05:42:52.776659,52.23
711,2020-08-28 06:44:03.293372,32.22
160,2020-08-28 07:30:59.339325,122.98
2385,2020-08-28 07:59:31.233169,12.74
2261,2020-08-28 08:15:14.394113,53.3
199,2020-08-28 08:23:02.585676,58.98
1678,2020-08-28 09:38:46.257185,53.0
42,2020-08-28 10:51:47.141222,37.85
606,2020-08-28 11:07:38.598450,50.86
1028,2020-08-28 12:07:36.322414,55.9
1571,2020-08-28 12:19:29.118616,45.24
2305,2020-08-28 12:51:07.416567,41.49
797,2020-08-28 12:58:10.781068,52.04
1171,2020-08-28 13:00:06.205996,73.45
2852,2020-08-28 14:51:56.999353,134.77
2877,2020-08-28 15:31:44.462213,63.06
975,2020-08-28 17:25:21.592071,159.25
283,2020-08-28 17:36:05.261547,41.2
42,2020-08-28 17:52:06.818925,46.21
2804,2020-08-28 17:56:43.134025,1.35
237,2020-08-28 18:34:45.395070,36.22
772,2020-08-28 19:52:54.053948,22.09
2178,2020-08-28 20:14:14.351754,27.44
834,2020-08-28 20:40:09.377070,46.4
2390,2020-08-28 21:29:10.762957,70.13
598,2020-08-28 21:52:52.204328,138.9
2763,2020-08-28 23:25:07.266091,32.76
1844,2020-08-28 23:58:24.501929,107.16
2515,2020-08-29 00:03:11.670192,70.33
1836,2020-08-29 00:57:32.287679,91.88
2231,2020-08-29 01:20:04.740524,60.04
2448,2020-08-29 02:54:38.480003,52.26
2134,2020-08-29 03:15:52.092165,32.44
2293,2020-08-29 05:29:12.461240,39.33
656,2020-08-29 05:53:30.006091,114.3
1231,2020-08-29 06:03:30.373315,16.33
2968,2020-08-29 07:31:47.472544,126.84
2030,2020-08-29 08:11:06.045444,48.53
1868,2020-08-29 10:26:41.843581,46.5
2736,2020-08-29 10:49:09.096507,81.91
2671,2020-08-29 11:13:36.006463,117.8
2094,2020-08-29 11:58:37.701534,79.14
862,2020-08-29 12:22:54.897550,64.11
1788,2020-08-29 12:38:14.436319,78.74
321,2020-08-29 12:41:01.881124,75.35
893,2020-08-29 13:07:06.294336,238.88
2247,2020-08-29 13:22:37.828231,339.45
1124,2020-08-29 13:32:42.381345,25.21
2731,2020-08-29 14:02:12.553365,48.06
1769,2020-08-29 14:09:09.922698,34.9
706,2020-08-29 15:10:16.589768,38.52
1789,2020-08-29 17:40:44.931828,40.61
233,2020-08-29 17:47:07.411648,71.97
2973,2020-08-29 18:08:41.455325,28.49
2795,2020-08-29 19:36:13.364616,34.52
558,2020-08-29 21:07:44.771109,49.65
853,2020-08-29 21:21:53.610669,209.06
1130,2020-08-29 21:35:19.527202,68.59
1550,2020-08-29 22:34:34.745971,71.02
1337,2020-08-29 23:30:27.939123,249.79
2318,2020-08-29 23:59:40.550170,44.02
2860,2020-08-30 00:20:23.187493,91.07
134,2020-08-30 00:24:34.239454,39.97
330,2020-08-30 00:36:47.617470,67.79
225,2020-08-30 00:39:00.560017,60.88
1693,2020-08-30 01:43:30.256572,62.21
370,2020-08-30 02:45:37.884515,44.85
1751,2020-08-30 03:48:15.893286,48.42
194,2020-08-30 05:28:28.048046,85.13
933,2020-08-30 07:23:12.627611,27.64
985,2020-08-30 07:26:33.693812,42.55
1955,2020-08-30 08:18:15.099651,59.73
1211,2020-08-30 08:50:11.975235,221.46
2732,2020-08-30 09:13:32.764329,52.61
2713,2020-08-30 09:35:29.635183,22.9
1825,2020-08-30 09:45:59.051634,48.66
1260,2020-08-30 11:11:50.932728,79.39
1560,2020-08-30 11:48:27.147370,70.32
2925,2020-08-30 12:08:41.511662,198.14
2667,2020-08-30 12:23:23.460092,45.05
2281,2020-08-30 12:45:55.713276,343.3
2696,2020-08-30 12:56:45.967455,52.08
1950,2020-08-30 13:15:45.578921,72.41
1424,2020-08-30 13:32:55.734663,304.35
619,2020-08-30 14:23:11.311897,26.84
1974,2020-08-30 14:42:41.887108,116.7
2953,2020-08-30 15:14:16.315401,69.05
457,2020-08-30 15:44:53.275123,15.1
1220,2020-08-30 16:19:33.261554,28.56
695,2020-08-30 16:26:46.533879,51.73
1912,2020-08-30 18:19:26.481894,63.52
960,2020-08-30 18:56:08.679562,41.2
1020,2020-08-30 19:43:33.177253,170.0
1028,2020-08-30 19:43:58.233780,47.3
1283,2020-08-30 21:54:03.710420,124.75
744,2020-08-30 22:05:50.793813,52.79
164,2020-08-30 22:23:01.082133,46.19
2432,2020-08-30 23:22:42.147130,48.07
1887,2020-08-30 23:23:35.857348,235.61
2103,2020-08-30 23:25:49.775158,102.85
330,2020-08-30 23:35:02.152078,57.31
847,2020-08-31 02:51:23.407282,19.49
2415,2020-08-31 03:29:16.626606,265.68
50,2020-08-31 03:43:13.782864,32.16
2099,2020-08-31 05:44:11.528080,63.94
1522,2020-08-31 05:49:02.624487,56.53
16,2020-08-31 06:14:19.256790,53.64
1209,2020-08-31 06:23:56.791177,94.29
386,2020-08-31 06:53:57.892625,48.62
298,2020-08-31 07:45:55.790249,36.14
1617,2020-08-31 07:49:32.727309,120.05
1999,2020-08-31 08:24:11.893648,63.18
321,2020-08-31 08:55:21.151387,73.31
1514,2020-08-31 09:07:23.756375,23.76
394,2020-08-31 09:24:58.256002,33.39
2437,2020-08-31 09:31:25.101615,142.28
330,2020-08-31 09:48:02.965321,48.46
67,2020-08-31 10:10:15.650380,12.54
2488,2020-08-31 11:04:34.942334,87.09
2539,2020-08-31 11:42:45.277542,73.32
1946,2020-08-31 12:17:18.289216,81.5
1928,2020-08-31 12:37:08.692052,54.62
2700,2020-08-31 13:04:18.487554,129.13
857,2020-08-31 14:37:48.983629,41.44
244,2020-08-31 14:41:11.114205,73.34
1422,2020-08-31 15:53:26.684506,201.1
1762,2020-08-31 16:06:29.389066,52.96
1560,2020-08-31 16:16:17.632637,69.17
181,2020-08-31 16:18:29.866702,46.79
2172,2020-08-31 16:51:16.460608,50.77
2504,2020-08-31 17:12:22.694574,65.53
2094,2020-08-31 19:16:17.483654,68.51
603,2020-08-31 19:23:29.831834,120.23
